Metabolite,SMILES,Pathway Name,Pathway,Biosynthesis of alkaloids derived from histidine and purine,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",Biosynthesis of alkaloids derived from shikimate pathway,Biosynthesis of phenylpropanoids,Biosynthesis of plant hormones,Biosynthesis of type II polyketide backbone,Brassinosteroid biosynthesis,Caffeine metabolism,Carotenoid biosynthesis,Diterpenoid biosynthesis,Flavone and flavonol biosynthesis,Flavonoid biosynthesis,Indole alkaloid biosynthesis,Isoflavonoid biosynthesis,Isoquinoline alkaloid biosynthesis,Monoterpenoid biosynthesis,Phenylpropanoid biosynthesis,Porphyrin metabolism,Steroid biosynthesis,Terpenoid backbone biosynthesis,"Tropane, piperidine and pyridine alkaloid biosynthesis",Zeatin biosynthesis
C10175,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C10192,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C10200,Oc1ccc2c(c1)OCc1c-2oc2cc(O)ccc12,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10205,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,"['Isoflavonoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00943', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10208,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,"['Isoflavonoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00943', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10216,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10422,CC1(C)C=Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10428,C/C=C/c1ccc(OC)cc1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C10434,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(C(=O)O)=C[C@@H](O)[C@H]1O,"['Phenylpropanoid biosynthesis', 'Flavonoid biosynthesis']","['map00940', 'map00941']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
C10452,C=CCc1ccc(OC)cc1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C10453,C=CCc1ccc(O)c(OC)c1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C10454,C=CCc1ccc(OC)c(OC)c1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C10469,C/C=C/c1ccc(O)c(OC)c1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C10478,C/C=C/c1ccc(OC)c(OC)c1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C10502,Oc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10503,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,"['Isoflavonoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00943', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10509,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10516,COc1ccc2c(c1)OC[C@]1(O)c3cc4c(cc3O[C@H]21)OCO4,"['Isoflavonoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00943', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10520,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10521,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10522,O=c1c(-c2ccc3c(c2)OCO3)coc2cc(O)ccc12,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10538,OC[C@H]1O[C@@H](Oc2ccc3c(c2)OC[C@H]2c4cc5c(cc4O[C@@H]32)OCO5)[C@H](O)[C@@H](O)[C@@H]1O,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C10556,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10557,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10632,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10660,COc1c2ccccc2nc2occc12,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10682,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10722,COc1c(OC)c(OC)c2c(c1OC)c(=O)c1ccccc1n2C,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10733,O[C@@H]1CCN2Cc3ccccc3N=C12,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10738,C=C(C)C1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10740,COc1ccc2c(OC)c3ccoc3nc2c1OC,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10763,O=c1cccc2n1CC1CNCC2C1,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10772,O=C1CCC[C@@H]2C3CC(CN12)[C@@H]1CCCCN1C3,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10773,OC[C@@H]1CCCN2CCCC[C@H]12,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10783,C1CCN2CC3CC(CN4CCCC[C@@H]34)[C@H]2C1,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10850,O[C@@H]1CC2CCC(O)(N2)[C@@H]1O,"['Tropane, piperidine and pyridine alkaloid biosynthesis']",['map00960'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10858,CN1C2CCC1[C@@H](C(=O)O)[C@@H](O)C2,"['Tropane, piperidine and pyridine alkaloid biosynthesis']",['map00960'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10860,CN1C2CCC1CC(OC(=O)[C@H](O)Cc1ccccc1)C2,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10865,CN1C2CCCC1CC(=O)C2,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C10874,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10886,COc1cc2c(c(OC)c1OC)-c1cc3c(cc1[C@H](OC(C)=O)[C@H]1COC(=O)[C@@H]1C2)OCO3,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10945,O=C/C=C/c1ccc(O)c(O)c1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C11242,CC[C@H]1C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11243,C/C=C1\C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11250,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C11359,CC(=O)C[C@@H]1CCCN1C,"['Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']",['map01064'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11379,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccccc12,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11382,CC1=CC[C@@H]2[C@H](C1)C2(C)C,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11383,C=C(C)[C@H]1CC=C(C)C(=O)C1,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11388,C=C[C@](C)(O)CCC=C(C)C,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11389,C=C[C@@](C)(O)CCC=C(C)C,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11393,CC1=CC[C@@H](C(C)(C)O)CC1,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11409,C=C(C)[C@H]1CC=C(C)[C@H](O)C1,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11434,C[C@](O)(CO)[C@H](O)COP(=O)(O)O,"['Terpenoid backbone biosynthesis', 'Biosynthesis of plant hormones']","['map00900', 'map01070']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C11435,C[C@](O)(CO)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C11436,C[C@@](CO)(OP(=O)(O)O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C11437,CC(=O)[C@@H](O)[C@H](O)COP(=O)(O)O,"['Terpenoid backbone biosynthesis', 'Biosynthesis of plant hormones']","['map00900', 'map01070']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C11453,C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C11455,CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C11508,C=C(CC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C11522,C=C(CC[C@@H](C)[C@H]1CCC2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C11523,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C11538,C[C@@]1(CC(=O)O)/C2=C/c3c(CC(=O)O)c(CCC(=O)O)c4n3[Co]N3/C(=C\C5=N/C(=C\4)C(CCC(=O)O)=C5CC(=O)O)[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)/C3=C/C(=N2)[C@H]1CCC(=O)O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11540,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)O)/C3=C/C4=N/C(=C\c5c(CC(=O)O)c(CCC(=O)O)c6n5[Co]N3C12C1=C(CC(=O)O)[C@@](C)(CCC(=O)O)C(=N1)C6)[C@@H](CCC(=O)O)[C@]4(C)CC(=O)O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11542,C[C@]1(CCC(=O)O)C2=NC(=C1CC(=O)O)[C@]1(C)N([Co+])/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)C[C@]3(C)N=C(C2)C(CCC(=O)O)=C3CC(=O)O)[C@@H](CCC(=O)O)[C@]1(C)CC(=O)O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11543,C[C@@]1(CC(=O)O)C2=NC(=C1CCC(=O)O)C[C@]1(C)N=C(CC3=N[C@H]([C@H](CC(=O)O)[C@@]3(C)CCC(=O)O)[C@]3(C)N([Co+])/C(=C\2)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)C(CCC(=O)O)=C1CC(=O)O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11545,CC1=C(CCC(=O)O)C2=N[C@@]1(C)CC1=C(CCC(=O)O)[C@](C)(CC(=O)O)C(=N1)/C(C)=C1/[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)[C@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)O)[C@H]3CC(=O)O)N1[Co+],['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11620,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1O,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C11630,C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C11632,C/C=C1\CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2C[C@H]1C3(C=O)C(=O)OC,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11633,C/C=C1\CN2[C@H]3C[C@H]1[C@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11634,C/C=C1\CN2[C@H]3C[C@H]1[C@@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11635,C/C=C1\CN2[C@H]3C[C@H]1C(CO)[C@@H]2Cc1c3[nH]c2ccccc12,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11636,C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11641,CCC1=C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11642,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CC=C[C@@](C(C)O)(C1)[C@H]23,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11643,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(O)ccc14)[C@@H]32,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11672,CC1=CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11673,O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C11675,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(OC)ccc14)[C@@H]32,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11676,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(CC3OC31)[C@@H]24,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11677,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CC4OC4[C@@](C(C)O)(C1)[C@H]23,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11678,C=C[C@@H](C=O)[C@H](C[C@@H]1NCCc2c1[nH]c1ccccc21)/C(=C/O)C(=O)OC,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11679,C=C[C@H]1C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11680,COC(=O)C1=CO[C@@H](C)C2=CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,"['Indole alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00901', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11681,COC(=O)C1=CO[C@H](C)C2=CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11682,COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11683,COC(=O)C1=CO[C@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11691,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2,"['Indole alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00901', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11700,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,['Diterpenoid biosynthesis'],['map00904'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C11783,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CCC[C@@](C(C)O)(C1)[C@H]23,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11784,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CCC[C@@](C(C)OC(C)=O)(C1)[C@H]23,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11807,C/C=C1\CN2[C@H]3C[C@H]1C1[C@@H](OC(C)=O)[C@@]4(C[C@@H]12)C3=Nc1ccccc14,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11808,C/C=C1/[C@H]2C[C@H]3[C@@H]4Nc5ccccc5[C@]45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11809,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@]45c6ccccc6N[C@H]4[C@@H]2C[C@H]1C3[C@H]5OC(C)=O,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11810,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@]45c6ccccc6N[C@H]4[C@@H]2C[C@H]1C3[C@H]5O,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11811,C/C(=C\COP(=O)(O)OP(=O)(O)O)CO,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C11812,CC[C@@]12CC(C(=O)OC)=C3Nc4cc(OC)ccc4[C@@]34CCN(CC3OC31)[C@@H]24,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C11813,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4cc(O)c(O)cc4[C@H]3C[C@H]21,['Isoquinoline alkaloid biosynthesis'],['map00950'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
