Pathway,Pathway Name,Metabolite,SMILES,inchikey,inchikey_wo_last
map00904,Diterpenoid biosynthesis,C20700,C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,CWLVBFJCJXHUCF-RNPYNJAESA-N,CWLVBFJCJXHUCF-RNPYNJAESA-
map00904,Diterpenoid biosynthesis,C20711,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,BGVUIJDZTQIJIO-AZUAARDMSA-N,BGVUIJDZTQIJIO-AZUAARDMSA-
map00904,Diterpenoid biosynthesis,C21425,CC(C)c1ccc2c(c1)CC[C@H]1C(C)(C)CCC[C@]21C,QUUCYKKMFLJLFS-AZUAARDMSA-N,QUUCYKKMFLJLFS-AZUAARDMSA-
map00904,Diterpenoid biosynthesis,C21560,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1,ATQOOBSXQVRQPY-GNVJSZRZSA-N,ATQOOBSXQVRQPY-GNVJSZRZSA-
map00904,Diterpenoid biosynthesis,C21561,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@]2(O)CC1,RGLTYROISYBKIW-BDUQCRIQSA-N,RGLTYROISYBKIW-BDUQCRIQSA-
map00904,Diterpenoid biosynthesis,C21562,C=C[C@@]1(C)C=C2[C@@H](CC1)[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C[C@@H]2O,HRWWBCRSPUEXDM-XTMWUNHTSA-N,HRWWBCRSPUEXDM-XTMWUNHTSA-
map00904,Diterpenoid biosynthesis,C21656,C/C(=C\COP(=O)(O)OP(=O)(O)O)CC[C@H]1[C@]2(C)CCCC(C)(C)[C@H]2CC[C@]1(C)O,ZDGVATANBJCRHY-BVVYIIRBSA-N,ZDGVATANBJCRHY-BVVYIIRBSA-
map00904,Diterpenoid biosynthesis,C21709,C=C[C@@]1(C)CC[C@H]2[C@@](O)(CC[C@H]3C(C)(C)CCC[C@@]32C)C1,IYDAPILQPCDHTO-HHUCQEJWSA-N,IYDAPILQPCDHTO-HHUCQEJWSA-
map00904,Diterpenoid biosynthesis,C21714,C=C[C@@]1(C)CC[C@H]2[C@]3(C)CCCC(C)(C)[C@H]3CC[C@]2(C)O1,IGGWKHQYMAJOHK-QVHQYWGISA-N,IGGWKHQYMAJOHK-QVHQYWGISA-
map00904,Diterpenoid biosynthesis,C21735,CC1=CCC[C@@H]2[C@@](C)(CC/C(C)=C/COP(=O)(O)OP(=O)(O)O)[C@H](C)CC[C@@]12C,LKJRXYMJDDAXEN-UUMJGGROSA-N,LKJRXYMJDDAXEN-UUMJGGROSA-
map00904,Diterpenoid biosynthesis,C21796,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,MUVSVZOWXAYLSD-YWZLYKJASA-N,MUVSVZOWXAYLSD-YWZLYKJASA-
map00904,Diterpenoid biosynthesis,C21818,CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2,QRYRORQUOLYVBU-VBKZILBWSA-N,QRYRORQUOLYVBU-VBKZILBWSA-
map00904,Diterpenoid biosynthesis,C21819,CC(C)c1cc2c(cc1O)[C@@]1(C)C[C@@H](O)CC(C)(C)[C@@H]1CC2,PRYXPGFZVGZNBL-ADLFWFRXSA-N,PRYXPGFZVGZNBL-ADLFWFRXSA-
map00904,Diterpenoid biosynthesis,C21822,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,IPEHJNRNYPOFII-AZUAARDMSA-N,IPEHJNRNYPOFII-AZUAARDMSA-
map00904,Diterpenoid biosynthesis,C21823,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,GDLRDIDXYBIPFY-YWZLYKJASA-N,GDLRDIDXYBIPFY-YWZLYKJASA-
map00904,Diterpenoid biosynthesis,C21824,CC(C)c1cc2c(c(O)c1O)[C@@]1(CO)CCCC(C)(C)[C@@H]1CC2=O,PUXJVXOVZKVJTD-MGPUTAFESA-N,PUXJVXOVZKVJTD-MGPUTAFESA-
map00904,Diterpenoid biosynthesis,C21825,C=C[C@]1(C)CC[C@@H]2C(=CC[C@H]3C(C)(C)[C@@H](O)CC[C@]23C)C1,BLRQCWSOICYRPH-HDHSKVTNSA-N,BLRQCWSOICYRPH-HDHSKVTNSA-
map00904,Diterpenoid biosynthesis,C21826,C=CC1=CC[C@@H]2[C@H](CC[C@@H]3C(C)(C)[C@H](O)C(=O)C[C@@]23C)[C@@H]1C,RKUSAVLJYNJIBF-NOZYNBGTSA-N,RKUSAVLJYNJIBF-NOZYNBGTSA-
map00904,Diterpenoid biosynthesis,C21830,CC(C)c1cc2c(c(O)c1O)[C@@]1(CO)CCCC(C)(C)[C@@H]1CC2,ZBPGOZPDUZTLRB-MGPUTAFESA-N,ZBPGOZPDUZTLRB-MGPUTAFESA-
map00904,Diterpenoid biosynthesis,C21831,CC1=C[C@@]23CC[C@@H]4C(C)(C)[C@@H](O)[C@@H](O)C[C@@]4(C)[C@@H]2CC[C@@H]1C3,WNDMUTXXXQEUPV-KUQQVBAHSA-N,WNDMUTXXXQEUPV-KUQQVBAHSA-
map00905,Brassinosteroid biosynthesis,C01789,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,SGNBVLSWZMBQTH-PODYLUTMSA-N,SGNBVLSWZMBQTH-PODYLUTMSA-
map00905,Brassinosteroid biosynthesis,C08814,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,IXVMHGVQKLDRKH-KNBKMWSGSA-N,IXVMHGVQKLDRKH-KNBKMWSGSA-
map00905,Brassinosteroid biosynthesis,C15784,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CPQUIAPJXYFMHN-PODYLUTMSA-N,CPQUIAPJXYFMHN-PODYLUTMSA-
map00905,Brassinosteroid biosynthesis,C15785,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,QQIOPZFVTIHASB-IMUDCKKOSA-N,QQIOPZFVTIHASB-IMUDCKKOSA-
map00905,Brassinosteroid biosynthesis,C15786,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DDJMOMHMVFXEQF-FVDUGIFVSA-N,DDJMOMHMVFXEQF-FVDUGIFVSA-
map00905,Brassinosteroid biosynthesis,C15787,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,ARYTXMNEANMLMU-QAVKNOIRSA-N,ARYTXMNEANMLMU-QAVKNOIRSA-
map00905,Brassinosteroid biosynthesis,C15788,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CCC2[C@@H]3C[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,XOCKKQKIUYNBRG-LEFWSQLKSA-N,XOCKKQKIUYNBRG-LEFWSQLKSA-
map00905,Brassinosteroid biosynthesis,C15789,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,NBJZGNFIZZWBOJ-VSBRHGTHSA-N,NBJZGNFIZZWBOJ-VSBRHGTHSA-
map00905,Brassinosteroid biosynthesis,C15790,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,JSVPGVHCEQDJCZ-UCGQCVSHSA-N,JSVPGVHCEQDJCZ-UCGQCVSHSA-
map00905,Brassinosteroid biosynthesis,C15791,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,SBSXXCCMIWEPEE-XRXTYELQSA-N,SBSXXCCMIWEPEE-XRXTYELQSA-
map00905,Brassinosteroid biosynthesis,C15792,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,SVBMASFUJDIDJC-QPPSPHNCSA-N,SVBMASFUJDIDJC-QPPSPHNCSA-
map00905,Brassinosteroid biosynthesis,C15793,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,SBSXXCCMIWEPEE-KIAMPEDASA-N,SBSXXCCMIWEPEE-KIAMPEDASA-
map00905,Brassinosteroid biosynthesis,C15794,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C,VYUIKSFYFRVQLF-YDGAQGAXSA-N,VYUIKSFYFRVQLF-YDGAQGAXSA-
map00905,Brassinosteroid biosynthesis,C15795,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,LSZJAIFORSLKOY-KPVVEWMUSA-N,LSZJAIFORSLKOY-KPVVEWMUSA-
map00905,Brassinosteroid biosynthesis,C15796,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,FMFAICDKESPFNH-QXZYODRQSA-N,FMFAICDKESPFNH-QXZYODRQSA-
map00905,Brassinosteroid biosynthesis,C15797,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,XGIZPVUTLMXXTK-VUBQVMJGSA-N,XGIZPVUTLMXXTK-VUBQVMJGSA-
map00905,Brassinosteroid biosynthesis,C15798,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,ZHZKWZJLUNXOSN-XMGFXUDASA-N,ZHZKWZJLUNXOSN-XMGFXUDASA-
map00905,Brassinosteroid biosynthesis,C15799,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,WPHVOXMMNSLJSF-ZMTLGMMZSA-N,WPHVOXMMNSLJSF-ZMTLGMMZSA-
map00905,Brassinosteroid biosynthesis,C15800,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,URNVSZVQLKHKDE-JSAMJCSDSA-N,URNVSZVQLKHKDE-JSAMJCSDSA-
map00905,Brassinosteroid biosynthesis,C15801,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,WPHVOXMMNSLJSF-ZWMDRRGSSA-N,WPHVOXMMNSLJSF-ZWMDRRGSSA-
map00905,Brassinosteroid biosynthesis,C15802,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C,VXBLCLVRWCLEOX-GSAYFKJJSA-N,VXBLCLVRWCLEOX-GSAYFKJJSA-
map00905,Brassinosteroid biosynthesis,C15803,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3C[C@H](O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C,CVXIEYXJQSRIAC-NVHAJTKRSA-N,CVXIEYXJQSRIAC-NVHAJTKRSA-
map00905,Brassinosteroid biosynthesis,C16251,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,ZHZKWZJLUNXOSN-KVMURHNPSA-N,ZHZKWZJLUNXOSN-KVMURHNPSA-
map00905,Brassinosteroid biosynthesis,C16252,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,UJGZOSZMMQGHPD-SBFVNBAVSA-N,UJGZOSZMMQGHPD-SBFVNBAVSA-
map00905,Brassinosteroid biosynthesis,C16253,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,PCLHVGYGQYOJEF-DELKORAPSA-N,PCLHVGYGQYOJEF-DELKORAPSA-
map00905,Brassinosteroid biosynthesis,C17733,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C1CCC2C3COC(=O)C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,LLFIMDUWAVPJEJ-DFZGJWFWSA-N,LLFIMDUWAVPJEJ-DFZGJWFWSA-
map00905,Brassinosteroid biosynthesis,C17735,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)C1CCC2C3COC(=O)C4C[C@H](O)CC[C@]4(C)C3CC[C@@]21C,LLFIMDUWAVPJEJ-IPLAFFEMSA-N,LLFIMDUWAVPJEJ-IPLAFFEMSA-
map00905,Brassinosteroid biosynthesis,C19873,CC(CO)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C,GIHKVCBPOTYEGP-ONRHPJNDSA-N,GIHKVCBPOTYEGP-ONRHPJNDSA-
map00905,Brassinosteroid biosynthesis,C19874,CC(CO)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C,WPKOZIBAIWHRJZ-OCTQOMDMSA-N,WPKOZIBAIWHRJZ-OCTQOMDMSA-
map00906,Carotenoid biosynthesis,C00353,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,OINNEUNVOZHBOX-QIRCYJPOSA-N,OINNEUNVOZHBOX-QIRCYJPOSA-
map00906,Carotenoid biosynthesis,C00448,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,VWFJDQUYCIWHTN-YFVJMOTDSA-N,VWFJDQUYCIWHTN-YFVJMOTDSA-
map00906,Carotenoid biosynthesis,C02094,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-JLTXGRSLSA-N,OENHQHLEOONYIE-JLTXGRSLSA-
map00906,Carotenoid biosynthesis,C03427,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)[C@]1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,RVCNKTPCHZNAAO-UZDKSQMHSA-N,RVCNKTPCHZNAAO-UZDKSQMHSA-
map00906,Carotenoid biosynthesis,C03428,CC(C)=CCC/C(C)=C/CC/C(C)=C/[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)[C@]1(C)CC/C=C(\C)CCC=C(C)C,ATZKAUGGNMSCCY-VVFNRDJMSA-N,ATZKAUGGNMSCCY-VVFNRDJMSA-
map00906,Carotenoid biosynthesis,C05413,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,YVLPJIGOMTXXLP-KEKOKYSKSA-N,YVLPJIGOMTXXLP-KEKOKYSKSA-
map00906,Carotenoid biosynthesis,C05414,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,OVSVTCFNLSGAMM-OUOOUFEBSA-N,OVSVTCFNLSGAMM-OUOOUFEBSA-
map00906,Carotenoid biosynthesis,C05421,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,YVLPJIGOMTXXLP-BHLJUDRVSA-N,YVLPJIGOMTXXLP-BHLJUDRVSA-
map00906,Carotenoid biosynthesis,C05430,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,BIWLELKAFXRPDE-WTXAYMOSSA-N,BIWLELKAFXRPDE-WTXAYMOSSA-
map00906,Carotenoid biosynthesis,C05431,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,ATCICVFRSJQYDV-XILUKMICSA-N,ATCICVFRSJQYDV-XILUKMICSA-
map00906,Carotenoid biosynthesis,C05432,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N,OAIJSZIZWZSQBC-GYZMGTAESA-
map00906,Carotenoid biosynthesis,C05433,CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,ANVAOWXLWRTKGA-JLTXGRSLSA-N,ANVAOWXLWRTKGA-JLTXGRSLSA-
map00906,Carotenoid biosynthesis,C05434,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,MICBIPJWKDDGNL-FILYMEKXSA-N,MICBIPJWKDDGNL-FILYMEKXSA-
map00906,Carotenoid biosynthesis,C05435,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,HRQKOYFGHJYEFS-BXOLYSJBSA-N,HRQKOYFGHJYEFS-BXOLYSJBSA-
map00906,Carotenoid biosynthesis,C06082,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O,JLIDBLDQVAYHNE-YKALOCIXSA-N,JLIDBLDQVAYHNE-YKALOCIXSA-
map00906,Carotenoid biosynthesis,C06098,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,JKQXZKUSFCKOGQ-QAYBQHTQSA-
map00906,Carotenoid biosynthesis,C08579,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)C(C)(C)C[C@H](O)C1,OFNSUWBAQRCHAV-OYQUVCAXSA-N,OFNSUWBAQRCHAV-OYQUVCAXSA-
map00906,Carotenoid biosynthesis,C08580,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1=O,MQZIGYBFDRPAKN-UWFIBFSHSA-N,MQZIGYBFDRPAKN-UWFIBFSHSA-
map00906,Carotenoid biosynthesis,C08583,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,FDSDTBUPSURDBL-DKLMTRRASA-N,FDSDTBUPSURDBL-DKLMTRRASA-
map00906,Carotenoid biosynthesis,C08584,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)[C@]2(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,VYIRVAXUEZSDNC-RDJLEWNRSA-N,VYIRVAXUEZSDNC-RDJLEWNRSA-
map00906,Carotenoid biosynthesis,C08585,CC(/C=C/C=C(C)/C=C/C(=O)[C@]1(C)C[C@@H](O)CC1(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)[C@]1(C)C[C@@H](O)CC1(C)C,GVOIABOMXKDDGU-YUURSNASSA-N,GVOIABOMXKDDGU-YUURSNASSA-
map00906,Carotenoid biosynthesis,C08586,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H]1C(C)=CCCC1(C)C,WGIYGODPCLMGQH-GOXCNPTKSA-N,WGIYGODPCLMGQH-GOXCNPTKSA-
map00906,Carotenoid biosynthesis,C08590,CC1=CCCC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,NBZANZVJRKXVBH-NHWXEJKLSA-N,NBZANZVJRKXVBH-NHWXEJKLSA-
map00906,Carotenoid biosynthesis,C08591,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)CCC1,DMASLKHVQRHNES-FKKUPVFPSA-N,DMASLKHVQRHNES-FKKUPVFPSA-
map00906,Carotenoid biosynthesis,C08592,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1,QXNWZXMBUKUYMD-QQGJMDNJSA-N,QXNWZXMBUKUYMD-QQGJMDNJSA-
map00906,Carotenoid biosynthesis,C08601,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,KBPHJBAIARWVSC-RGZFRNHPSA-N,KBPHJBAIARWVSC-RGZFRNHPSA-
map00906,Carotenoid biosynthesis,C08606,C/C(C=C=C1C(C)(C)C[C@H](O)C[C@@]1(C)O)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,PGYAYSRVSAJXTE-CLONMANBSA-N,PGYAYSRVSAJXTE-CLONMANBSA-
map00906,Carotenoid biosynthesis,C08607,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)C(=O)O)C(C)(C)CCC1,UGJYMKZYSUMAKJ-ZGMBEONKSA-N,UGJYMKZYSUMAKJ-ZGMBEONKSA-
map00906,Carotenoid biosynthesis,C08613,CC(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,AIBOHNYYKWYQMM-MXBSLTGDSA-N,AIBOHNYYKWYQMM-MXBSLTGDSA-
map00906,Carotenoid biosynthesis,C08614,CC(/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,SZCBXWMUOPQSOX-WVJDLNGLSA-N,SZCBXWMUOPQSOX-WVJDLNGLSA-
map00906,Carotenoid biosynthesis,C09190,CC1=C[C@H](O/C=C2/C(=O)O[C@@H]3C4=C(C[C@H]23)[C@@H](O)CCC4(C)C)OC1=O,VOFXXOPWCBSPAA-KCNJUGRMSA-N,VOFXXOPWCBSPAA-KCNJUGRMSA-
map00906,Carotenoid biosynthesis,C09707,CC(=C/C(=O)O)/C=C/[C@]1(O)[C@@]2(C)CO[C@]1(C)CC(=O)C2,IZGYIFFQBZWOLJ-UUZREKTLSA-N,IZGYIFFQBZWOLJ-UUZREKTLSA-
map00906,Carotenoid biosynthesis,C13431,CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=C=C1C(C)(C)C[C@H](O)C[C@@]1(C)O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,PGYAYSRVSAJXTE-FTLOKQSXSA-N,PGYAYSRVSAJXTE-FTLOKQSXSA-
map00906,Carotenoid biosynthesis,C13433,CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,SZCBXWMUOPQSOX-NLNQYMAJSA-N,SZCBXWMUOPQSOX-NLNQYMAJSA-
map00906,Carotenoid biosynthesis,C13453,CC(=C/C=O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,ZTALKMXOHWQNIA-TVBSHJCBSA-N,ZTALKMXOHWQNIA-TVBSHJCBSA-
map00906,Carotenoid biosynthesis,C13454,CC(=C/C(=O)O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,XTFOFYSQUZTRGJ-SAZLWWCESA-N,XTFOFYSQUZTRGJ-SAZLWWCESA-
map00906,Carotenoid biosynthesis,C13455,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C=O,RIKWDZWVHUIUAM-KICRZJJPSA-N,RIKWDZWVHUIUAM-KICRZJJPSA-
map00906,Carotenoid biosynthesis,C13456,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\CO,GRJFTUSJGMRSSJ-KICRZJJPSA-N,GRJFTUSJGMRSSJ-KICRZJJPSA-
map00906,Carotenoid biosynthesis,C15514,CC1=CC(=O)C[C@](C)(CO)[C@@]1(O)/C=C/C(C)=C\C(=O)O,AVFORCKFTWHFAR-ZSIFGTMLSA-N,AVFORCKFTWHFAR-ZSIFGTMLSA-
map00906,Carotenoid biosynthesis,C15857,CC(C)=CCC/C(C)=C/CC/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(\C)CC/C=C(\C)CCC=C(C)C,BIWLELKAFXRPDE-ZURBLSRNSA-N,BIWLELKAFXRPDE-ZURBLSRNSA-
map00906,Carotenoid biosynthesis,C15858,CC(C)=CCC/C(C)=C/C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C/C=C(\C)CCC=C(C)C,OAIJSZIZWZSQBC-BYUNHUQQSA-N,OAIJSZIZWZSQBC-BYUNHUQQSA-
