Name,SMILES,Metabolite,Pathway ID,CAMALEXIN-SYN,NONMEVIPP-PWY,PWY-1187,PWY-1901,PWY-2002,PWY-2083,PWY-2229,PWY-2463,PWY-2464,PWY-2467,PWY-2541,PWY-2681,PWY-2761,PWY-2762,PWY-2821,PWY-2881,PWY-2901,PWY-2902,PWY-2961,PWY-2981,PWY-3041,PWY-3061,PWY-3301,PWY-3581,PWY-361,PWY-4201,PWY-4421,PWY-4502,PWY-4541,PWY-4562,PWY-4661,PWY-5,PWY-5001,PWY-5002,PWY-5034,PWY-5035,PWY-5036,PWY-5037,PWY-5038,PWY-5045,PWY-5048,PWY-5059,PWY-5070,PWY-5132,PWY-5133,PWY-5139,PWY-5140,PWY-5152,PWY-5168,PWY-5176,PWY-5195,PWY-5203,PWY-5268,PWY-5270,PWY-5284,PWY-5286,PWY-5287,PWY-5288,PWY-5290,PWY-5291,PWY-5292,PWY-5301,PWY-5305,PWY-5307,PWY-5313,PWY-5316,PWY-5317,PWY-5320,PWY-5321,PWY-5338,PWY-5365,PWY-5391,PWY-5397,PWY-5398,PWY-5399,PWY-5400,PWY-5404,PWY-5406,PWY-5407,PWY-5408,PWY-5410,PWY-5411,PWY-5412,PWY-5413,PWY-5414,PWY-5421,PWY-5422,PWY-5423,PWY-5425,PWY-5439,PWY-5466,PWY-5468,PWY-5469,PWY-5470,PWY-5473,PWY-5474,PWY-5475,PWY-5477,PWY-5479,PWY-5660,PWY-5666,PWY-5672,PWY-5701,PWY-5706,PWY-5707,PWY-5710,PWY-5733,PWY-5745,PWY-5748,PWY-5756,PWY-5759,PWY-5769,PWY-5773,PWY-5774,PWY-5775,PWY-5780,PWY-5808,PWY-5809,PWY-581,PWY-5826,PWY-5827,PWY-5843,PWY-5846,PWY-5848,PWY-5865,PWY-5868,PWY-5877,PWY-5882,PWY-5883,PWY-5912,PWY-5958,PWY-5975,PWY-5987,PWY-5990,PWY-601,PWY-6010,PWY-6024,PWY-6029,PWY-6035,PWY-6062,PWY-6066,PWY-6105,PWY-6109,PWY-6199,PWY-6220,PWY-6233,PWY-6235,PWY-6258,PWY-6287,PWY-6310,PWY-6325,PWY-6326,PWY-6332,PWY-6361,PWY-6401,PWY-6425,PWY-6427,PWY-6432,PWY-6437,PWY-6438,PWY-6442,PWY-6447,PWY-6475,PWY-6540,PWY-6554,PWY-6575,PWY-6585,PWY-6602,PWY-6663,PWY-6801,PWY-6824,PWY-6887,PWY-6888,PWY-6926,PWY-6949,PWY-695,PWY-7055,PWY-7058,PWY-7066,PWY-7071,PWY-7088,PWY-7101,PWY-7105,PWY-7114,PWY-7129,PWY-7135,PWY-7138,PWY-7139,PWY-7150,PWY-7151,PWY-7157,PWY-7160,PWY-7161,PWY-7168,PWY-7171,PWY-7172,PWY-7186,PWY-7188,PWY-7189,PWY-7261,PWY-7298,PWY-7325,PWY-7341,PWY-7342,PWY-735,PWY-7363,PWY-7391,PWY-7398,PWY-7448,PWY-7449,PWY-7450,PWY-7458,PWY-7473,PWY-7477,PWY-7478,PWY-7484,PWY-7491,PWY-7498,PWY-7507,PWY-7560,PWY-7614,PWY-7629,PWY-7632,PWY-7636,PWY-7678,PWY-7679,PWY-7680,PWY-7682,PWY-7739,PWY-7748,PWY-7824,PWY-7826,PWY-7857,PWY-7897,PWY-7943,PWY-7994,PWY-8024,PWY-83,PWY-861,PWY-922,PWY18C3-10,PWY18C3-11,PWY18C3-16,PWY18C3-2,PWY18C3-21,PWY18C3-25,PWY18C3-3,PWY18C3-8,PWY18C3-9,PWY4FS-17,PWYQT-4433,PWYQT-4450,PWYQT-4471,PWYQT-4472,PWYQT-4473,PWYQT-4474,PWYQT-4475
isopentenyladenine-9-<i>N</i>-glucoside,CC(C)=CCNC1(\C2(\N=C/N(C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))),CPD-4603,['PWY-2901'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isopimara-7,15-dienal",C=C[C@]1(C)(CC2(\[C@H](CC1)[C@@]3(C)(CCC[C@](C=O)(C)C(C\C=2)3))),CPD-8728,['PWY-5422'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isopimara-7,15-dienol",C=C[C@]1(C)(CC2(\[C@H](CC1)[C@@]3(C)(CCC[C@](CO)(C)C(C\C=2)3))),CPD-8726,['PWY-5422'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isopimaradiene-diol,C=C[C@]1(C)(CC2(\[C@H](CC1)[C@@]3(C)(CCC[C@@](C)(C(O)O)C(C\C=2)3))),CPD-8727,['PWY-5422'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isopimarate,C=C[C@]1(C)(CC2(\[C@H](CC1)[C@@]3(C)(CCC[C@](C([O-])=O)(C)C(C\C=2)3))),CPD-8729,['PWY-5422'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isorhamnetin,COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(\C(\C(=O)C(/[O-])=2)=C(/C=C(/C=3)/O)\O))),CPD-8004,"['PWY-7171', 'PWY-7498', 'PWY-6199', 'PWY-7161']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isorhamnetin 3, 4'-bisulfate",COC1(\C(\OS(=O)(=O)[O-])=C/C=C(/C=1)/C2(/OC3(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=2)=3)/O)/[O-]))),CPD-11018,['PWY-6199'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isorhamnetin 3-<i>O</i>-(3"",6""-<i>O</i>-di-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C5(/OC6(\C(\C(=O)C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))[C@@H](O)3)COC(=O)/C=C/C4(\C=C/C(/O)=C\C=4)))=5)=C(/C=C(/C=6)/O)\O))),CPD-14987,['PWY-7171'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isorhamnetin 3-<i>O</i>-(3""-<i>O</i>-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C4(/OC5(\C(\C(=O)C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))[C@@H](O)3)CO))=4)=C(/C=C(/C=5)/O)\O))),CPD-14990,['PWY-7171'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isorhamnetin 3-<i>O</i>-(3""-<i>O</i>-<i>p</i>-coumaroyl, 6""-<i>O</i>-feruloyl)-glucoside",COC6(/C=C(/C=C/C(OC[C@H]5(O[C@@H](OC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/OC))=2)=C\C(\O)=C/C(/O)=3)))[C@H](O)[C@@H](OC(=O)/C=C/C4(\C=C/C(/O)=C\C=4))[C@H](O)5))=O)\C=C/C(/O)=6),CPD-14985,['PWY-7171'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isorhamnetin 3-<i>O</i>-(4""-<i>O</i>-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C4(/OC5(\C(\C(=O)C(/O[C@@H]3(O[C@@H]([C@@H](OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))[C@H](O)[C@@H](O)3)CO))=4)=C(/C=C(/C=5)/O)\O))),CPD-14993,['PWY-7171'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isorhamnetin 3-<i>O</i>-(6""-<i>O</i>-<i>p</i>-coumaroyl)-glucoside",COC1(\C(\O)=C/C=C(/C=1)/C4(/OC5(\C(\C(=O)C(/O[C@@H]2(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)2)COC(=O)/C=C/C3(\C=C/C(/O)=C\C=3)))=4)=C(/C=C(/C=5)/O)\O))),CPD-14980,['PWY-7171'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"isorhamnetin 3-<i>O</i>-(6""-<i>O</i>-feruloyl)-glucoside",COC5(/C=C(/C=C/C(OC[C@H]4(O[C@@H](OC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/OC))=2)=C\C(\O)=C/C(/O)=3)))[C@H](O)[C@@H](O)[C@H](O)4))=O)\C=C/C(/O)=5),CPD-14981,['PWY-7171'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isorhamnetin 3-<i>O</i>-glucoside,COC1(\C(\O)=C/C=C(/C=1)/C3(/OC4(\C(\C(=O)C(/O[C@H]2([C@@H]([C@H]([C@H](O)[C@H](O2)CO)O)O))=3)=C(/C=C(/C=4)/O)\O))),CPD-14969,['PWY-7171'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isorhamnetin 3-sulfate,COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=2)=3)/O)/[O-]))),CPD-10900,['PWY-6199'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isoscopoletin,C1(OC2(/C=C(C(/O)=C\C(\C=C/1)=2)/OC))(=O),CPD-14453,['PWY-7058'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isoscopoletin,C1(\C=C/C2(/C(/O1)=C\C(\OC)=C(\C=2)\O))(=O),CPD-9831,['PWY-5868'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isovalerate,CC(C)CC(=O)[O-],ISOVALERATE,['PWY-5132'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
