Pathway ID,Type,Pathway Name,Metabolite,Name,SMILES
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,CPD-11018,"isorhamnetin 3, 4'-bisulfate",COC1(\C(\OS(=O)(=O)[O-])=C/C=C(/C=1)/C2(/OC3(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=2)=3)/O)/[O-])))
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,CPD-520,quercetin,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,CPD-8004,isorhamnetin,COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(\C(\C(=O)C(/[O-])=2)=C(/C=C(/C=3)/O)\O)))
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,QUERCETIN-337-TRISSULFATE,"quercetin 3,3',7-trissulfate",C3(/C=C(C(/OS(=O)(=O)[O-])=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=1)=2)/O)/OS(=O)(=O)[O-])))=3)/O)
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,CPD-10894,"quercetin 3, 3', 4', 7-tetrasulfate",C3(/C=C(C(/OS(=O)(=O)[O-])=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=1)=2)/O)/OS(=O)(=O)[O-])))=3)/OS(=O)(=O)[O-])
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,CPD-10893,"quercetin 3, 4', 7-trisulfate",C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=1)=2)/O)/OS(=O)(=O)[O-])))=3)/OS(=O)(=O)[O-])
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,QUERCETIN-34-BISSULFATE,"quercetin-3,4'-bissulfate",C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/OS(=O)(=O)[O-])=1)=2)/O)/[O-])))=3)/OS(=O)(=O)[O-])
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,QUERCETIN-33-BISSULFATE,"quercetin-3,3'-bissulfate",C3(\C(\C1(\OC2(\C(\C(C(/OS(=O)(=O)[O-])=1)=O)=C(/C=C(/C=2)/[O-])\O)))=C/C(/OS(=O)([O-])=O)=C(\C=3)/O)
PWY-6199,FLAVONOL-SYN,quercetin sulfate biosynthesis,CPD-1822,quercetin 3-sulfate,C3(\C(\C1(\OC2(\C(\C(C(/OS(=O)(=O)[O-])=1)=O)=C(/C=C(/C=2)/[O-])\O)))=C/C(/O)=C(\C=3)/O)
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD-13171,"15,9'-di-<i>cis</i>-phytofluene",CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C\C=C(C)\CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD-7535,"9,15,9'-tri-<i>cis</i>-&zeta;-carotene",CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C\C=C(C)\C=C\C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD-12321,15-<i>cis</i>-phytoene,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/C=C\C=C(C)\CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD-7524,"7,9,9'-<i>cis</i>-neurosporene",CC(C)=CCCC(\C)=C/C=C\C(/C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)\CC/C=C(C)/CCC=C(C)C
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD-7496,prolycopene,CC(C)=CCCC(\C)=C/C=C\C(/C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C/C=C(C)/CCC=C(C)C
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD1F-114,<i>all-trans</i>-lycopene,CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/CCC=C(C)C
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD-464,prephytoene diphosphate,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/[C@@H]1([C@@](CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)([C@H]1COP(OP(=O)([O-])[O-])([O-])=O)C)
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),GERANYLGERANYL-PP,geranylgeranyl diphosphate,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
PWY-6475,Lycopene-Biosynthesis,<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),CPD-7526,"9,9'-di-<i>cis</i>-&zeta;-carotene",CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)\CC/C=C(C)/CCC=C(C)C
PWY-6303,Auxin-Biosynthesis,methyl indole-3-acetate interconversion,CPD-10546,methyl (indol-3-yl)acetate,COC(=O)CC1(\C2(\C(\N\C=1)=C/C=C\C=2))
PWY-6303,Auxin-Biosynthesis,methyl indole-3-acetate interconversion,INDOLE_ACETATE_AUXIN,(indol-3-yl)acetate,C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
PWY-2321,ISOFLAVONOID-PHYTOALEXINS,formononetin biosynthesis,2-HYDROXYISOFLAVANONE,"2,4',7-trihydroxyisoflavanone",C3(\C([C@@H]1(C(=O)C2(\C(\O[C@@H](O)1)=C/C(/O)=C\C=2)))=C/C=C(\C=3)/O)
PWY-2321,ISOFLAVONOID-PHYTOALEXINS,formononetin biosynthesis,DAIDZEIN,daidzein,C3(\C(\C1(\C(=O)C2(/C=C\C(\O)=C/C(/O\C=1)=2)))=C/C=C(\C=3)/O)
PWY-2321,ISOFLAVONOID-PHYTOALEXINS,formononetin biosynthesis,CPD-3502,"(2R,3S)-2,7-dihydroxy-4'-methoxyisoflavanone",COC3(\C=C/C([C@H]1([C@@H](OC2(/C=C(\C=C/C(/C(=O)1)=2)/O))O))=C/C=3)
PWY-2321,ISOFLAVONOID-PHYTOALEXINS,formononetin biosynthesis,FORMONONETIN,formononetin,COC3(\C=C/C(/C1(/C(=O)C2(\C(\O\C=1)=C/C(/O)=C\C=2)))=C\C=3)
PWY-8028,TRITERPENOID-SYN,cycloartenol biosynthesis,EPOXYSQUALENE,"(3<i>S</i>)-2,3-epoxy-2,3-dihydrosqualene",CC(C)=CCCC(\C)=C/CCC(\C)=C/CC/C=C(C)/CC/C=C(C)/CC[C@H]1(C(C)(C)O1)
PWY-8028,TRITERPENOID-SYN,cycloartenol biosynthesis,CYCLOARTENOL,cycloartenol,CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
PWY18C3-25,PHENYLPROPANOID-SYN,superpathway of methylsalicylate metabolism,CPD-6442,methylsalicylate,COC(C1(/C=C\C=C/C(/O)=1))=O
PWY18C3-25,PHENYLPROPANOID-SYN,superpathway of methylsalicylate metabolism,CPD-21592,methylsalicylate-2-<i>O</i>-&beta;-<i>D</i>-glucoside,COC(C2(\C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=C/C=C\C=2))=O
PWY18C3-25,PHENYLPROPANOID-SYN,superpathway of methylsalicylate metabolism,CPD-110,salicylate,C(C1(\C(\O)=C/C=C\C=1))([O-])=O
PWY18C3-25,PHENYLPROPANOID-SYN,superpathway of methylsalicylate metabolism,CPD-19215,methylsalicylate <i>O</i>-&beta;-<i>D</i>-xylopyranosyl-(1->6)-<i>O</i>-&beta;-<i>D</i>-glucopyranoside,COC(C3(\C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO[C@H]2([C@@H]([C@@H](O)[C@@H](CO2)O)O))O)O))=C/C=C\C=3))=O
PWY18C3-25,PHENYLPROPANOID-SYN,superpathway of methylsalicylate metabolism,CPD-19197,methylsalicylate 2-<i>O</i>-&beta;-<i>D</i>-glucopyranosyl-(1 -> 2)-[<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-(1 -> 6)]-<i>O</i>-&beta;-<i>D</i>-glucopyranoside,COC(C4(\C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO[C@H]2([C@@H]([C@@H](O)[C@@H](CO2)O)O))O)O[C@H]3([C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)O)))=C/C=C\C=4))=O
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-9422,5-oxooctanal,CCCC(CCCC=O)=O
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-9423,8-aminooctan-4-one,CCCC(CCCC[NH3+])=O
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-14514,pseudo-conhydrine,CCCC1(CCC(O)C[NH2+]1)
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-14516,5-hydroxy-&gamma;-coniceine,CCCC1(\N=C/C(O)CC1)
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-9424,&gamma;-coniceine,CCCC1(CCCC[NH+]=1)
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-14511,conhydrine,CCC(O)C1([NH2+]CCCC1)
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-14512,conhydrinone,CCC(=O)C1([NH2+]CCCC1)
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-9425,coniine,CCCC1([NH2+]CCCC1)
PWY-5748,ALKALOIDS-SYN,&gamma;-coniciene and coniine biosynthesis,CPD-9426,methylconiine,CCC[C@H]1([NH+](CCCC1)C)
PWY-112,TRITERPENOID-SYN,lupeol biosynthesis,EPOXYSQUALENE,"(3<i>S</i>)-2,3-epoxy-2,3-dihydrosqualene",CC(C)=CCCC(\C)=C/CCC(\C)=C/CC/C=C(C)/CC/C=C(C)/CC[C@H]1(C(C)(C)O1)
PWY-112,TRITERPENOID-SYN,lupeol biosynthesis,CPD-90,lupeol,C=C(C)[C@@H]5(CC[C@]4(C)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))
PWY-5349,COUMARIN-SYN,esculetin biosynthesis,CPD-18078,"2,4,6-trihydroxycinnamoyl-CoA",CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C(O)=1)/O))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-5349,COUMARIN-SYN,esculetin biosynthesis,CPD-8097,esculetin,C1(\C2(/C=C(C(/O)=C\C(OC(=O)\C=1)=2)/O))
PWY-5349,COUMARIN-SYN,esculetin biosynthesis,CAFFEOYL-COA,<i>trans</i>-caffeoyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-5139,ANTHOCYANIN-SYN,pelargonidin conjugates biosynthesis,PELARGONIDIN-3-GLUCOSIDE-CMPD,pelargonidin-3-<i>O</i>-&beta;-D-glucoside,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\[O-]))C4(\C=C/C(/O)=C\C=4)))
PWY-5139,ANTHOCYANIN-SYN,pelargonidin conjugates biosynthesis,CPD-7384,pelargonidin 3-<i>O</i>-&beta;-D-p-coumaroylglucoside,C([C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\[O-]))C4(\C=C/C(/O)=C\C=4))))OC(/C=C/C5(\C=C/C(/O)=C\C=5))=O
PWY-5139,ANTHOCYANIN-SYN,pelargonidin conjugates biosynthesis,CPD-7383,pelargonidin 3-<i>O</i>-&beta;-D-caffeoylglucoside,C([C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\[O-]))C4(\C=C/C(/O)=C\C=4))))OC(/C=C/C5(\C=C/C(/O)=C(C=5)/O))=O
PWY-5139,ANTHOCYANIN-SYN,pelargonidin conjugates biosynthesis,CPD-7144,pelargonidin-3-<i>O</i>-rutinoside,C[C@H]5([C@H](O)[C@@H](O)[C@@H](O)[C@H](OC[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C/C(/O)=C\C=2))=[O+]C4(\C=C(/C=C(C(\C=3)=4)/[O-])\O))))O5)
PWY-5139,ANTHOCYANIN-SYN,pelargonidin conjugates biosynthesis,CPD-7148,pelargonidin-3-<i>O</i>-rutinoside-5-<i>O</i>-&beta;-D-glucoside,C[C@H]6([C@@H]([C@H]([C@H](C(OC[C@@H]5(OC(OC1(\C(=[O+]C2(\C=C(/C=C(C(\C=1)=2)/OC3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))\[O-]))C4(\C=C/C(/O)=C\C=4)))[C@H]([C@@H]([C@H]5O)O)O))O6)O)O)O)
PWY-5139,ANTHOCYANIN-SYN,pelargonidin conjugates biosynthesis,CPD-7149,"pelargonidin-3-<i>O</i>-(6""-<i>O</i>-malonyl-&beta;-D-glucoside)",C(OC(CC(=O)[O-])=O)[C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\O))C4(\C=C/C(/O)=C\C=4)))
PWY-5139,ANTHOCYANIN-SYN,pelargonidin conjugates biosynthesis,CPD-7137,"pelargonidin-3,5-di-<i>O</i>-&beta;-<i>D</i>-glucoside",C(O)[C@@H]5([C@H]([C@@H]([C@H]([C@H](OC1(\C2(/C=C(C(=[O+]C(\C=C(/C=1)\[O-])=2)C3(\C=C/C(/O)=C\C=3))/O[C@H]4([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4))))O5)O)O)O)
PWY-4681,ISOFLAVONOID-PHYTOALEXINS,kievitone biosynthesis,CPD-6645,"2,3-dehydrokievitone",CC(C)=CCC3(/C(/[O-])=C\C(\O)=C2(C(/O\C=C(C1(\C(\O)=C/C(/O)=C\C=1))/C2=O)=3))
PWY-4681,ISOFLAVONOID-PHYTOALEXINS,kievitone biosynthesis,KIEVITONE-CPD,kievitone,CC(C)=CCC1(/C2(/OCC(C(C(/C(/O)=C\C(\[O-])=1)=2)=O)C3(\C=C/C(/O)=C\C(O)=3)))
PWY-4681,ISOFLAVONOID-PHYTOALEXINS,kievitone biosynthesis,CPD-6641,2'-hydroxygenistein,C3(/C=C(C1(\C(=O)C2(/C(/O)=C\C(\[O-])=C/C(/O\C=1)=2)))\C(\O)=C/C(/O)=3)
PWY-4681,ISOFLAVONOID-PHYTOALEXINS,kievitone biosynthesis,CPD-6646,dalbergioidin,C3(\C(\O)=C/C(O)=C(C1(COC2(\C(\C1=O)=C(/C=C(/C=2)/[O-])\O)))\C=3)
PWY-5284,ANTHOCYANIN-SYN,shisonin biosynthesis,CPD-7866,cyanidin 3-(p-coumaroyl)-glucoside,C(OC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))[C@@H]5([C@@H](O)[C@H](O)[C@@H](O)C(OC3(\C(C2(\C=C/C(/O)=C(/C=2)/O))=[O+]C4(\C=C(/C=C(C(\C=3)=4)/[O-])\[O-])))O5)
PWY-5284,ANTHOCYANIN-SYN,shisonin biosynthesis,CPD-7714,shisonin,C([C@H]6(O[C@@H](OC1(\C2(/C=C(C(=[O+]C(\C=C(/C=1)\[O-])=2)C3(\C=C/C(/O)=C(/C=3)/O))/O[C@@H]4(O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)COC(/C=C/C5(\C=C/C(/O)=C\C=5))=O))))[C@@H]([C@H]([C@@H]6O)O)O))O
PWY-5284,ANTHOCYANIN-SYN,shisonin biosynthesis,CPD1F-766,cyanidin-3-<i>O</i>-&beta;-D-glucoside,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-])))
PWY-5284,ANTHOCYANIN-SYN,shisonin biosynthesis,CPD-7708,malonylshisonin,C([C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/O[C@H]4([C@@H]([C@H]([C@@H]([C@H](O4)COC(CC(=O)[O-])=O)O)O)O))\[O-]))C5(\C=C/C(/O)=C(/C=5)/O))))OC(/C=C/C6(\C=C/C(/O)=C\C=6))=O
PWY-5284,ANTHOCYANIN-SYN,shisonin biosynthesis,CPD-7138,"cyanidin 3,5-di-<i>O</i>-&beta;-D-glucoside",C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5))))
PWY-2904,ISOFLAVONOID-PHYTOALEXINS,formononetin conjugates interconversion,ONONIN,ononin,COC4(\C=C/C(/C2(/C(C3(/C=C\C(\O[C@H]1([C@@H]([C@@H](O)[C@@H]([C@@H](CO)O1)O)O))=C/C(/O\C=2)=3))=O))=C\C=4)
PWY-2904,ISOFLAVONOID-PHYTOALEXINS,formononetin conjugates interconversion,FORMONONETIN,formononetin,COC3(\C=C/C(/C1(/C(=O)C2(\C(\O\C=1)=C/C(/O)=C\C=2)))=C\C=3)
PWY-2904,ISOFLAVONOID-PHYTOALEXINS,formononetin conjugates interconversion,CPD-4562,formononetin-7-<i>O</i>-glucoside-6''-malonate,COC4(\C=C/C(/C1(/C(=O)C3(\C(\O\C=1)=C/C(/O[C@H]2([C@H](O)[C@H]([C@H](O)[C@H](O2)COC(CC([O-])=O)=O)O))=C\C=3)))=C\C=4)
PWY-6027,ALKALOIDS-SYN,capsiconiate biosynthesis,CONIFERYL-ALCOHOL,coniferyl alcohol,COC1(\C(\O)=C/C=C(/C=C/CO)/C=1)
PWY-6027,ALKALOIDS-SYN,capsiconiate biosynthesis,PROTON,H<SUP>+</SUP>,[H+]
PWY-6027,ALKALOIDS-SYN,capsiconiate biosynthesis,CONIFERYL-ALDEHYDE,coniferaldehyde,COC1(\C(\O)=C/C=C(/C=C/C=O)/C=1)
PWY-6027,ALKALOIDS-SYN,capsiconiate biosynthesis,ISOBUTYRYL-COA,isobutanoyl-CoA,CC(C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C
PWY-6027,ALKALOIDS-SYN,capsiconiate biosynthesis,CPD-9329,8-methyl-6-nonenoate,CC(/C=C/CCCCC([O-])=O)C
PWY-6027,ALKALOIDS-SYN,capsiconiate biosynthesis,CPD-10356,capsiconiate,CC(C)/C=C/CCCCC(=O)OC/C=C/C1(/C=C(C(/O)=C\C=1)/OC)
PWY-7253,ANTHOCYANIN-SYN,apigeninidin 5-<i>O</i>-glucoside biosynthesis,CPD-7096,apigeninidin,C3(\C(\C1(=[O+]C2(\C=C(/C=C(C(\C=C/1)=2)/[O-])\O)))=C/C=C(\C=3)/O)
PWY-7253,ANTHOCYANIN-SYN,apigeninidin 5-<i>O</i>-glucoside biosynthesis,CPD-15272,apigeninidin 5-<i>O</i>-glucoside,C4(\C(\C1(=[O+]C2(\C=C(/C=C(C(\C=C/1)=2)/O[C@H]3([C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)O))\[O-])))=C/C=C(\C=4)/O)
PWY-7253,ANTHOCYANIN-SYN,apigeninidin 5-<i>O</i>-glucoside biosynthesis,CPD-11940,apiforol,C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(/C(C1)O)=C(/C=C(/C=2)/O)\O)))=3)/O)
PWY-7253,ANTHOCYANIN-SYN,apigeninidin 5-<i>O</i>-glucoside biosynthesis,NARINGENIN-CMPD,(2<i>S</i>)-naringenin,C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C(/C=C(/C=2)/O)\O)))=3)/O)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,CPD-6483,chavicol,C=CCC1(\C=C/C(/O)=C\C=1)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,CPD-6484,methylchavicol,C=CCC1(\C=C/C(/OC)=C\C=1)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,CPD-6481,eugenol,C=CCC1(\C=C/C(/O)=C(\C=1)/OC)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,CPD-6482,methyleugenol,C=CCC1(\C=C/C(/OC)=C(\C=1)/OC)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,ISOEUGENOL,isoeugenol,C/C=C/C1(\C=C/C(/O)=C(C=1)/OC)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,ISOMETHYLEUGENOL,isomethyleugenol,C/C=C/C1(\C=C/C(/OC)=C(C=1)/OC)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,CPD-674,cinnamate,C(=O)([O-])/C=C/C1(\C=C/C=C\C=1)
PWY-4201,CINNAMATE-SYN,volatile cinnamoic ester biosynthesis,CPD-6421,methylcinnamate,COC(/C=C/C1(\C=C/C=C\C=1))=O
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,INDOLEYL-CPD,(indole-3-yl)acetonitrile,C(#N)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,CPD-21441,2-hydroxy-2-(1H-indol-3-yl)acetonitrile,C(#N)C(O)C1(\C2(/C=C\C=C/C(/N/C=1)=2))
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,CPD-13028,(<i>Z</i>)-indol-3-ylacetaldoxime,C(\CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))=N\O
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,INDOLE-3-ACETALDOXIME,(<i>E</i>)-(indol-3-yl)acetaldehyde oxime,C(/CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))=N\O
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,CPD-13027,"<i>N<sup>2</sup>,N<sup>2</sup></i>-dihydroxy-L-tryptophan",C1(\NC2(/C=C\C=C/C(/C(\C[C@H](N(O)O)C(=O)[O-])=1)=2))
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,CPD-13026,<i>N</i><sup>2</sup>-hydroxy-L-tryptophan,C1(\NC2(/C=C\C=C/C(/C(\C[C@H](NO)C(=O)[O-])=1)=2))
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,TRP,L-tryptophan,C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2))
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,CPD-21650,indole-3-carbonyl nitrile,C(#N)C(=O)C1(\C2(\C(\N/C=1)=C/C=C\C=2))
PWY-8024,N-CONTAINING-SECONDARY-CMPD-SYN,4-hydroxyindole-3-carbonyl nitrile biosynthesis,CPD-21649,4-hydroxyindole-3-carbonyl nitrile,C(#N)C(=O)C1(\C2(\C(\N/C=1)=C/C=C\C(\O)=2))
PWY-6448,N-CONTAINING-SECONDARY-CMPD-SYN,hordatine biosynthesis,N-4-GUANIDINOBUTYL-4-HYDROXYCINNAMAMID,4-coumaroylagmatine,C(CNC(/C=C/C1(\C=C/C(/O)=C\C=1))=O)CC[NH+]=C(N)N
PWY-6448,N-CONTAINING-SECONDARY-CMPD-SYN,hordatine biosynthesis,CPD-12232,hordatine A,C(CNC(/C=C/C2(\C=C1(C(C(OC/1=C/C=2)C3(\C=C/C(/O)=C\C=3))C(NCCCC[NH+]=C(N)N)=O)))=O)CC[NH+]=C(N)N
PWY-6448,N-CONTAINING-SECONDARY-CMPD-SYN,hordatine biosynthesis,AGMATHINE,agmatine,C(CCC[NH3+])NC(N)=[NH2+]
PWY-6448,N-CONTAINING-SECONDARY-CMPD-SYN,hordatine biosynthesis,P-COUMAROYL-COA,(<i>E</i>)-4-coumaroyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-7697,Aroma-Compound-Biosynthesis,geranyl &beta;-primeveroside biosynthesis,CPD-18262,geranyl &beta;-<i>D</i>-glucopyranoside,CC(C)=CCCC(\C)=C/CO[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O)
PWY-7697,Aroma-Compound-Biosynthesis,geranyl &beta;-primeveroside biosynthesis,CPD-14731,geranyl 6-<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-&beta;-<i>D</i>-glucopyranoside,CC(C)=CCCC(\C)=C/CO[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO[C@H]2([C@@H]([C@@H](O)[C@@H](CO2)O)O))O)O)
