Name,SMILES,Metabolite,Type,ACYLSUGAR-BIOSYNTHESIS,ALKALOIDS-SYN,ANTHOCYANIN-SYN,APOCAROTENOID-SYN,AURONE-SYN,Abscisic-Acid-Biosynthesis,Aroma-Compound-Biosynthesis,Auxin-Biosynthesis,BETALAIN-ALKALOIDS,C40-Carotenoids-Biosynthesis,CINNAMATE-SYN,COUMARIN-SYN,CYANOGENIC-GLUCOSIDE-SYN,CYCLITOLS,CYTOKININ-BIOSYNTHESIS,Caffeine-Biosynthesis,Cyclitols-Biosynthesis,DITERPENOID-SYN,FATTY-ACID-DERIVATIVE-SYN,FLAVANONES-SYN,FLAVONE-SYN,FLAVONOID-SYN,FLAVONOL-SYN,GIBBERELLIN-SYN,GIBBERELLINS-BIOSYNTHESIS,GLUCOSINOLATE-SYN,INDOLE-PHYTOALEXIN-SYN,ISOFLAVONOID-PHYTOALEXINS,ISOFLAVONOID-SYN,ISOPRENOIDS,ISOQUINOLINE-ALKALOIDS,Jasmonates-Biosynthesis,LEUCOANTHOCYANIDIN-SYN,LIGNAN-SYN,LIGNIN-SYN,Lycopene-Biosynthesis,MEP-Pathways,MONOTERPENOID-SYN,N-CONTAINING-SECONDARY-CMPD-SYN,NON-PROTEIN-AMINO-ACID-SYN,PHENYLPROPANOID-SYN,PHYTOALEXIN-SYN,POLYKETIDE-SYN,PYRROLIDINE-ALKALOIDS,Phytate-Biosynthesis,Plant-Hormone-Biosynthesis,QUINOLINE-ALKALOIDS,QUINONE-SYN,Resin-Acids-Biosynthesis,Rosmarinate-Biosynthesis,Rotenoids-Biosynthesis,S-CONTAINING-SECONDARY-CMPD-SYN,SESQUITERPENE-LACTONE,SESQUITERPENOID-SYN,SUGAR-DERIVS,TERPENOID-ALKALOIDS,TERPENOID-PHYTOALEXINS,TERPENOPHENOLICS-SYN,TRITERPENOID-SYN,TROPANE-ALKALOIDS,Terpenoid-Biosynthesis,Toxin-Biosynthesis,XANTHONE-SYN,Yatein-Biosynthesis
curcumin monoglucoside,COC3(\C(\O)=C/C=C(/C=C/C(/O)=C/C(/C=C/C2(\C=C/C(/O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C(C=2)/OC))=O)/C=3),CPD-6622,['POLYKETIDE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3,5-di-<i>O</i>-&beta;-D-glucoside",C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)))),CPD-7138,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3,7-di-<i>O</i>-&beta;-D-glucoside",C(O)[C@@H]1([C@H]([C@H](O)[C@@H](O)[C@@H](O1)OC2(\C=C(C3(\C=C(C(=[O+]C(\C=2)=3)C4(\C=C(C(/O)=C\C=4)\O))\O[C@H]5([C@H](O)[C@H]([C@H](O)[C@@H](CO)O5)O)))\[O-]))O),CPD-15005,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-(p-coumaroyl)-glucoside,C(OC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))[C@@H]5([C@@H](O)[C@H](O)[C@@H](O)C(OC3(\C(C2(\C=C/C(/O)=C(/C=2)/O))=[O+]C4(\C=C(/C=C(C(\C=3)=4)/[O-])\[O-])))O5),CPD-7866,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-(caffeoyl)-sambubioside,C6(/C=C(C(/O)=C\C(/C=C/C(=O)OC[C@H]5(O[C@@H](OC1(\C(=[O+]C2(\C(/C=1)=C(/C=C(/C=2)/O)\[O-]))C3(\C=C/C(/O)=C(/C=3)/O)))[C@H](O[C@@H]4(OC[C@@H](O)[C@H](O)[C@@H](O)4))[C@@H](O)[C@H](O)5))=6)/O),CPD-18097,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-(p-coumaroyl)-sambubioside,C6(/C=C(\C=C/C(/C=C/C(=O)OC[C@H]5(O[C@@H](OC1(\C(=[O+]C2(\C(/C=1)=C(/C=C(/C=2)/O)\[O-]))C3(\C=C/C(/O)=C(/C=3)/O)))[C@H](O[C@@H]4(OC[C@@H](O)[C@H](O)[C@@H](O)4))[C@@H](O)[C@H](O)5))=6)/O),CPD-16536,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-caffeoylglucoside,C5(/C=C(C(/O)=C\C(/C=C/C(=O)OC[C@H]4(O[C@@H](OC1(\C(=[O+]C2(\C(/C=1)=C(/C=C(/C=2)/[O-])\[O-]))C3(\C=C/C(/O)=C(/C=3)/O)))[C@H](O)[C@@H](O)[C@H](O)4))=5)/O),CPD-18098,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-p-coumaroylglucoside,C5(/C=C(\C=C/C(/C=C/C(=O)OC[C@H]4(O[C@@H](OC1(\C(=[O+]C2(\C(/C=1)=C(/C=C(/C=2)/[O-])\[O-]))C3(\C=C/C(/O)=C(/C=3)/O)))[C@H](O)[C@@H](O)[C@H](O)4))=5)/O),CPD-16541,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-&beta;-<i>D</i>-sambubioside,C5(\C(\C4(\[O+]=C1(C(/C(/[O-])=C\C(\[O-])=C/1)=C/C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]2(OC[C@@H](O)[C@H](O)[C@@H](O)2))3)CO))=4)))=C/C(/O)=C(\C=5)/O),CPD-16535,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-(&beta;-D-xylosyl-(1&rarr;2)-&beta;-D-galactoside),C(O)[C@@H]5([C@H](O)[C@H](O)[C@@H](O[C@H]1([C@H](O)[C@@H](O)[C@H](O)CO1))[C@H](OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O)\[O-])))O5),CPD-15012,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3-<i>O</i>-(3'',6''-<i>O</i>-dimalonyl-&beta;-glucopyranoside)",C(OC(=O)CC([O-])=O)[C@@H]1([C@@H](O)[C@H](OC(=O)CC(=O)[O-])[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-]))),CPD-7700,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3-<i>O</i>-(6""-<i>O</i>-malonyl)-&beta;-glucoside",C(OC(CC(=O)[O-])=O)[C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\[O-]))C4(\C=C(C(/O)=C\C=4)\O))),CPD-16542,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3-<i>O</i>-(6""-<i>O</i>-malyl-&beta;-<i>D</i>-glucoside)",C(OC(C[C@@H](O)C([O-])=O)=O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/[O-])\[O-]))C4(\C=C/C(/O)=C(/C=4)/O))),CPD-15284,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-(6-<i>O</i>-&beta;-D-glucosyl-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside),C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC[C@@H]3([C@@H](O)[C@H](O)[C@@H](O[C@@H]2(OC[C@@H](O)[C@H](O)[C@@H](O)2))[C@@H](O3)OC5(\C(C4(\C=C(C(/O)=C\C=4)\O))=[O+]C6(\C(/C=5)=C(/C=C(/C=6)/O)\[O-])))),CPD-14999,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3-<i>O</i>-[2""-<i>O</i>-(2""'-<i>O</i>-(sinapoyl) xylosyl) 6""-<i>O</i>-(p-<i>O</i>-(glucosyl)-p-coumaroyl) glucoside] 5-<i>O</i>-[6""""-<i>O</i>-(malonyl) glucoside",COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)O[C@H]9([C@H](O[C@H]2([C@@H](O[C@@H]([C@@H](O)[C@H](O)2)COC(/C=C/C4(\C=C/C(/O[C@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3))=C\C=4))=O)OC5(\C(=[O+]C6(\C=C(/C=C(C(\C=5)=6)/O[C@@H]7(O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@@H](O)7))\O))C8(\C=C/C(/O)=C(/C=8)/O))))OC[C@@H](O)[C@H](O)9))\OC),CPD-16540,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3-<i>O</i>-[2""-<i>O</i>-(2""'-<i>O</i>-(sinapoyl) xylosyl) 6""-<i>O</i>-(p-coumaroyl) glucoside] 5-<i>O</i>-[6""""-<i>O</i>-(malonyl) glucoside",COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)O[C@H]8([C@H](O[C@H]2([C@@H](O[C@@H]([C@@H](O)[C@H](O)2)COC(/C=C/C3(\C=C/C(/O)=C\C=3))=O)OC4(\C(=[O+]C5(\C=C(/C=C(C(\C=4)=5)/O[C@@H]6(O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@@H](O)6))\O))C7(\C=C/C(/O)=C(/C=7)/O))))OC[C@@H](O)[C@H](O)8))\OC),CPD-16539,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3-<i>O</i>-[2""-<i>O</i>-(xylosyl)-6""-<i>O</i>-(p-coumaroyl) glucoside] 5-<i>O</i>-glucoside",C(O)[C@@H]7([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC6(\C=C(/C=C1(C(\C=C(C(=[O+]1)C2(\C=C/C(/O)=C(/C=2)/O))\O[C@@H]4(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))4)COC(/C=C/C5(\C=C/C(/O)=C\C=5))=O))=6))\O))O7),CPD-16537,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanidin 3-<i>O</i>-[2""-<i>O</i>-(xylosyl)-6""-<i>O</i>-(p-coumaroyl) glucoside] 5-<i>O</i>-malonylglucoside",C(OC(=O)CC(=O)O)[C@@H]7([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC6(\C=C(/C=C1(C(\C=C(C(=[O+]1)C2(\C=C/C(/O)=C(/C=2)/O))\O[C@@H]4(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))4)COC(/C=C/C5(\C=C/C(/O)=C\C=5))=O))=6))\O))O7),CPD-16538,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-glucoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucosyl)-oxybenzoyl)-glucoside),C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C/C(/O)=C(/C=2)/O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]8(O[C@H](COC(=O)C7(\C=C/C(/O[C@@H]6(O[C@H](COC(=O)C5(\C=C/C(/O)=C\C=5))[C@@H](O)[C@H](O)[C@@H](O)6))=C\C=7))[C@@H](O)[C@H](O)[C@@H](O)8))\[O-]))),CPD-16604,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-glucoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(glucosyl)-oxybenzoyl)-glucoside),C(O)[C@@H]7([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC6(\C=C/C(/C(OC[C@@H]5([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC4(\C=C2(C(\C=C(C(C1(\C=C/C(/O)=C(/C=1)/O))=[O+]2)\O[C@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3))=C(/C=4)/[O-])))O5))=O)=C\C=6))O7),CPD-16603,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-glucoside-7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside),C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C/C(/O)=C(/C=2)/O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O[C@@H]6(O[C@H](COC(=O)C5(\C=C/C(/O)=C\C=5))[C@@H](O)[C@H](O)[C@@H](O)6))\[O-]))),CPD-16602,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 3-<i>O</i>-sophoroside,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)O[C@@H]2([C@@H](O)[C@H](O)[C@@H](CO)OC2OC4(\C(C3(\C=C/C(/O)=C(/C=3)/O))=[O+]C5(\C=C(/C=C(C(\C=4)=5)/[O-])\O)))),CPD-7842,"['ANTHOCYANIN-SYN', 'ANTHOCYANIN-SYN']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside 3-<i>O</i>-&beta;-<i>D</i>-sambubioside,C6(\C(\C5(\[O+]=C2(C(/C(/O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=C\C(\[O-])=C/2)=C/C(/O[C@@H]4(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))4)CO))=5)))=C/C(/O)=C(\C=6)/O),CPD-18094,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin 5-<i>O</i>-&beta;-D-glucoside,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/[O-]))),CPD-7386,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin <i>O</i>-O-[6-<i>O</i>-(6-<i>O</i>-4-hydroxycinnamoyl-&beta;-D-glucosyl)-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside],C(OC(/C=C/C1(\C=C/C(/O)=C\C=1))=O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC[C@@H]4([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))[C@H](O4)OC6(\C(C5(\C=C(C(/O)=C\C=5)\O))=[O+]C7(\C(/C=6)=C(/C=C(/C=7)/[O-])\[O-])))),CPD-15000,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin <i>O</i>-O-[6-<i>O</i>-(6-<i>O</i>-feruloyl-&beta;-D-glucosyl)-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside],COC1(/C=C(\C=C/C(/O)=1)/C=C/C(=O)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC[C@@H]4([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))[C@H](O4)OC6(\C(C5(\C=C(C(/O)=C\C=5)\O))=[O+]C7(\C(/C=6)=C(/C=C(/C=7)/[O-])\[O-]))))),CPD-16529,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin <i>O</i>-O-[6-<i>O</i>-(6-<i>O</i>-sinapoyl-&beta;-D-glucosyl)-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside],COC1(\C(\O)=C(C=C(/C=1)/C=C/C(=O)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC[C@@H]4([C@@H](O)[C@H](O)[C@@H](O[C@@H]3(OC[C@@H](O)[C@H](O)[C@@H](O)3))[C@H](O4)OC6(\C(C5(\C=C(C(/O)=C\C=5)\O))=[O+]C7(\C(/C=6)=C(/C=C(/C=7)/[O-])\[O-])))))\OC),CPD-16528,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyanidin-3-<i>O</i>-&beta;-D-galactoside,C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O)\[O-]))),CPD-14998,['ANTHOCYANIN-SYN'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclo-dopa 5-<i>O</i>-glucoside,C([C@@H]3([C@H]([C@@H]([C@H]([C@H](OC1(\C(\O)=C/C2(/N[C@@H](CC(/C=1)=2)C([O-])=O)))O3)O)O)O))O,CPD-8656,"['BETALAIN-ALKALOIDS', 'BETALAIN-ALKALOIDS']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclo-dopa glucuronosyl glucoside,C([C@@H]3([C@H]([C@@H]([C@H]([C@H](OC1(\C(\O)=C/C2(/N[C@@H](CC(/C=1)=2)C([O-])=O)))O3)O[C@H]4([C@@H]([C@H]([C@@H]([C@H](O4)C([O-])=O)O)O)O))O)O))O,CPD-8657,['BETALAIN-ALKALOIDS'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cycloartenol,CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))),CYCLOARTENOL,"['TRITERPENOID-SYN', 'TRITERPENOID-SYN', 'TRITERPENOID-SYN', 'TRITERPENOID-SYN', 'TRITERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cycloeucalenol,CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C,CYCLOEUCALENOL,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cycloeucalenone,CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C,CPD-12868,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
daidzein,C3(\C(\C1(\C(=O)C2(/C=C\C(\O)=C/C(/O\C=1)=2)))=C/C=C(\C=3)/O),DAIDZEIN,"['ISOFLAVONOID-SYN', 'ISOFLAVONOID-PHYTOALEXINS', 'ISOFLAVONOID-PHYTOALEXINS', 'ISOFLAVONOID-PHYTOALEXINS', 'ISOFLAVONOID-SYN', 'ISOFLAVONOID-PHYTOALEXINS']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
